"Município";"BCG";"Hepatite B  em crianças até 30 dias";"Rotavírus Humano";"Meningococo C";"Hepatite B";"Penta";"Pneumocócica";"Poliomielite";"Poliomielite 4 anos";"Febre Amarela";"Hepatite A";"Pneumocócica(1º ref)";"Meningococo C (1º ref)";"Poliomielite(1º ref)";"Tríplice Viral  D1";"Tríplice Viral  D2";"Tetra Viral(SRC+VZ)";"DTP";"DTP REF (4 e 6 anos)";"Tríplice Bacteriana(DTP)(1º ref)";"Sarampo";"Haemophilus influenzae b";"Dupla adulto e tríplice acelular gestante";"dTpa gestante";"Tetravalente (DTP/Hib) (TETRA)";"Ignorado";" Total"
"421105 MONTE CARLO";"110,57";"76,09";"69,76";"69,85";"102,80";"103,29";"111,45";"110,53";"85,88";"36,19";"91,81";"100,16";"104,01";"99,02";"113,06";"100,08";"78,71";"103,61";"40,40";"103,69";"97,49";"27,40";"35,05";"36,08";"84,53";"80,40";"83,56"
"421110 MONTE CASTELO";"98,30";"41,63";"65,61";"68,35";"97,50";"97,30";"107,11";"102,07";"88,53";"35,89";"86,86";"109,16";"109,07";"95,56";"116,22";"95,10";"75,58";"98,68";"82,46";"96,21";"87,68";"35,11";"34,46";"34,46";"87,81";"81,56";"82,57"
"421120 MORRO DA FUMACA";"96,23";"65,82";"71,63";"68,36";"99,69";"87,92";"93,83";"113,25";"83,99";"7,75";"77,87";"92,28";"94,07";"93,93";"108,99";"88,37";"79,00";"110,22";"39,39";"83,19";"101,14";"31,39";"34,82";"30,41";"82,61";"83,71";"82,01"
"421125 MORRO GRANDE";"86,69";"80,58";"71,18";"65,39";"89,14";"92,25";"95,54";"92,99";"117,93";"10,92";"81,16";"98,55";"95,94";"94,78";"102,21";"102,90";"92,75";"84,97";"70,48";"88,12";"73,65";"29,44";"49,67";"45,07";"71,51";"76,71";"77,06"
"421130 NAVEGANTES";"92,10";"61,47";"68,00";"72,98";"85,64";"76,87";"87,00";"94,93";"69,85";"9,97";"61,76";"82,68";"81,78";"79,62";"108,02";"64,45";"57,20";"93,31";"48,69";"66,99";"103,56";"21,97";"35,91";"26,28";"80,76";"77,74";"74,48"
"421140 NOVA ERECHIM";"107,88";"64,24";"64,76";"62,67";"95,19";"85,24";"99,66";"98,73";"50,61";"58,78";"60,60";"87,58";"91,43";"77,52";"101,59";"50,32";"47,97";"95,73";"34,95";"73,88";"101,02";"29,42";"14,84";"36,74";"75,67";"77,29";"77,45"
"421145 NOVA ITABERABA";"103,55";"98,98";"71,95";"73,42";"96,63";"106,47";"110,64";"103,73";"88,29";"54,62";"94,37";"111,00";"111,00";"104,35";"109,77";"101,53";"86,45";"94,75";"63,53";"104,86";"91,47";"27,83";"49,75";"67,51";"72,40";"80,07";"83,79"
"421150 NOVA TRENTO";"103,61";"84,77";"91,28";"83,37";"98,57";"105,85";"121,12";"110,58";"110,79";"14,65";"103,91";"121,69";"117,07";"102,23";"115,07";"111,08";"101,36";"101,55";"83,74";"99,68";"83,28";"22,42";"46,52";"59,04";"86,66";"77,70";"84,21"
"421160 NOVA VENEZA";"92,94";"86,42";"74,46";"69,36";"90,40";"94,24";"102,75";"96,46";"92,15";"9,70";"83,87";"101,93";"102,89";"95,93";"109,89";"96,28";"80,01";"90,89";"59,05";"92,49";"78,04";"27,74";"39,97";"43,37";"75,54";"76,11";"77,63"
"421165 NOVO HORIZONTE";"85,33";"71,70";"54,36";"51,79";"88,77";"88,84";"87,09";"91,70";"55,17";"45,77";"83,02";"100,94";"97,64";"96,23";"107,78";"94,34";"85,38";"85,40";"40,93";"95,75";"77,09";"23,25";"49,47";"55,26";"68,89";"75,27";"75,26"
"421170 ORLEANS";"96,82";"89,33";"68,53";"66,43";"91,04";"90,63";"101,06";"96,46";"94,33";"10,88";"82,91";"101,13";"102,60";"97,10";"106,11";"84,67";"67,07";"88,46";"53,36";"87,95";"77,54";"23,36";"47,17";"55,49";"73,16";"75,58";"76,66"
"421175 OTACILIO COSTA";"89,78";"44,90";"70,70";"61,00";"98,83";"81,92";"86,01";"102,66";"73,16";"34,89";"70,50";"88,08";"91,33";"80,06";"116,86";"82,56";"75,46";"101,27";"47,43";"74,26";"101,37";"28,88";"23,31";"31,06";"82,94";"80,67";"79,33"
"421180 OURO";"93,93";"68,39";"66,14";"68,35";"91,20";"83,85";"99,34";"93,90";"71,07";"32,55";"80,89";"92,53";"77,87";"85,92";"102,39";"94,54";"76,58";"87,69";"47,75";"87,21";"79,51";"25,25";"33,85";"26,52";"71,63";"73,01";"74,43"
"421185 OURO VERDE";"75,69";"69,07";"64,03";"62,56";"77,06";"87,00";"95,37";"80,59";"62,96";"26,37";"80,41";"90,11";"102,06";"88,14";"105,42";"102,06";"87,11";"74,08";"46,74";"86,08";"67,94";"17,67";"57,82";"48,78";"67,28";"72,46";"70,92"
"421187 PAIAL";"78,99";"80,57";"69,98";"75,38";"98,38";"105,10";"104,20";"98,38";"106,52";"43,09";"92,00";"121,14";"122,86";"111,43";"113,65";"102,29";"87,43";"87,28";"54,44";"99,43";"64,73";"36,23";"63,33";"60,67";"77,44";"78,13";"81,21"
"421189 PAINEL";"15,37";"35,35";"53,73";"49,36";"75,60";"79,42";"75,92";"80,13";"65,77";"28,40";"60,00";"76,28";"79,07";"67,91";"89,43";"65,12";"55,35";"77,12";"36,99";"73,49";"64,57";"27,56";"45,66";"42,01";"57,43";"67,20";"63,18"
"421190 PALHOCA";"61,54";"18,49";"68,36";"65,56";"85,56";"79,26";"90,51";"92,15";"94,58";"6,62";"74,76";"78,92";"87,68";"80,60";"101,01";"68,50";"59,59";"90,47";"41,03";"71,50";"81,86";"27,82";"35,89";"36,69";"75,44";"76,37";"71,65"
"421200 PALMA SOLA";"105,48";"82,56";"67,41";"64,39";"95,04";"88,15";"102,23";"104,24";"100,91";"57,61";"82,88";"91,70";"94,33";"91,07";"115,82";"89,18";"71,01";"99,63";"91,84";"84,35";"89,87";"28,57";"33,09";"36,76";"76,12";"78,57";"81,69"
"421205 PALMEIRA";"74,72";"28,69";"87,00";"63,02";"121,96";"80,66";"93,41";"120,85";"49,70";"43,54";"65,16";"75,41";"82,38";"70,90";"135,26";"59,02";"56,56";"119,39";"40,62";"75,00";"185,37";"104,88";"14,23";"32,41";"101,57";"88,53";"84,92"
"421210 PALMITOS";"102,77";"88,45";"67,29";"64,91";"98,92";"90,49";"96,72";"103,42";"85,48";"58,22";"87,56";"92,85";"96,81";"98,21";"110,30";"96,94";"80,09";"98,44";"41,68";"88,13";"101,24";"28,01";"38,43";"37,81";"75,85";"74,55";"79,53"
"421220 PAPANDUVA";"97,72";"79,15";"68,60";"76,15";"90,78";"88,75";"100,61";"95,68";"80,94";"31,98";"80,87";"101,96";"99,76";"91,25";"104,20";"89,67";"80,68";"89,39";"35,68";"91,15";"81,23";"29,16";"41,29";"53,35";"72,99";"73,81";"76,51"
"421223 PARAISO";"96,09";"80,64";"66,88";"69,46";"89,04";"96,88";"109,09";"96,53";"125,79";"54,79";"86,76";"99,26";"98,53";"101,47";"109,83";"98,28";"78,68";"89,50";"110,00";"90,44";"85,70";"22,49";"52,07";"50,00";"71,19";"78,64";"80,88"
"421225 PASSO DE TORRES";"78,10";"55,81";"75,85";"75,22";"94,00";"91,48";"95,24";"98,17";"27,90";"10,60";"71,71";"101,94";"104,78";"82,69";"112,72";"85,79";"71,06";"92,98";"20,71";"79,59";"88,74";"22,67";"34,16";"28,37";"93,46";"80,76";"77,88"
"421227 PASSOS MAIA";"120,49";"79,01";"62,95";"62,09";"107,45";"87,83";"101,53";"111,25";"81,85";"33,64";"81,11";"90,46";"93,89";"82,63";"113,20";"88,17";"76,34";"106,02";"56,40";"81,30";"107,27";"24,47";"56,33";"52,95";"76,99";"84,60";"85,04"
"421230 PAULO LOPES";"84,05";"42,01";"79,59";"78,02";"96,65";"95,96";"107,84";"108,34";"106,21";"10,86";"101,42";"124,61";"117,01";"100,52";"118,52";"102,71";"86,60";"101,26";"61,87";"94,72";"125,54";"35,00";"43,71";"55,24";"87,41";"80,80";"83,50"
"421240 PEDRAS GRANDES";"60,06";"41,99";"58,80";"46,56";"88,58";"76,15";"85,71";"94,47";"50,72";"7,35";"53,85";"80,13";"81,41";"52,56";"97,52";"59,29";"55,45";"89,69";"44,98";"49,04";"94,08";"19,50";"9,94";"20,19";"72,51";"76,84";"71,17"
"421250 PENHA";"75,59";"47,25";"74,36";"65,87";"95,05";"78,77";"95,88";"96,22";"66,95";"8,94";"69,09";"87,55";"90,94";"77,75";"116,20";"70,46";"57,89";"92,84";"43,19";"71,74";"106,12";"24,69";"44,63";"44,42";"79,88";"76,24";"74,99"
"421260 PERITIBA";"127,27";"82,09";"67,53";"66,12";"91,22";"91,78";"92,06";"109,19";"99,22";"33,71";"84,70";"85,07";"100,75";"91,42";"102,92";"85,82";"75,37";"108,88";"91,41";"88,06";"140,00";"17,65";"34,14";"27,59";"71,72";"74,54";"79,73"
"421265 PESCARIA BRAVA";"44,22";"52,61";"93,47";"94,59";"94,59";"88,06";"90,67";"93,10";"553,97";"82,25";"92,72";"95,52";"95,15";"88,81";"92,35";"83,77";"64,55";"104,63";"455,56";"71,46";"0";"0";"26,98";"40,48";"577,78";"35,65";"81,17"
"421270 PETROLANDIA";"96,82";"86,14";"69,19";"75,02";"88,29";"94,27";"100,51";"95,58";"99,37";"10,10";"84,81";"102,34";"102,34";"85,98";"112,29";"93,16";"71,12";"87,05";"83,86";"98,00";"87,31";"20,63";"47,12";"66,20";"73,25";"78,74";"79,10"
"421280 BALNEARIO PICARRAS";"69,10";"31,50";"84,02";"75,14";"97,40";"90,96";"107,38";"108,40";"111,79";"14,44";"74,24";"99,70";"101,98";"86,71";"118,19";"84,40";"73,61";"101,85";"60,60";"87,16";"112,90";"28,44";"54,46";"46,57";"92,57";"85,42";"83,24"
"421290 PINHALZINHO";"100,12";"96,01";"78,17";"75,75";"98,26";"98,95";"105,20";"102,00";"125,02";"66,26";"95,67";"106,20";"107,01";"108,71";"108,34";"106,59";"93,03";"96,57";"51,98";"102,80";"87,48";"28,63";"63,12";"71,35";"73,17";"76,82";"84,43"
"421300 PINHEIRO PRETO";"102,27";"94,97";"76,20";"67,99";"98,82";"105,41";"109,35";"104,08";"103,98";"37,90";"91,82";"111,01";"104,07";"102,52";"126,30";"97,48";"86,79";"97,20";"92,04";"102,52";"102,97";"31,25";"56,19";"48,16";"82,06";"79,24";"84,16"
"421310 PIRATUBA";"114,99";"60,47";"68,03";"57,89";"101,97";"74,84";"83,52";"102,76";"99,21";"33,07";"59,57";"79,06";"79,24";"80,69";"88,74";"71,30";"69,31";"100,75";"48,16";"68,59";"112,83";"27,14";"34,47";"35,42";"82,80";"86,05";"81,81"
"421315 PLANALTO ALEGRE";"94,83";"77,99";"71,96";"75,69";"98,42";"89,16";"105,29";"100,84";"99,16";"52,85";"92,66";"105,02";"107,72";"99,23";"108,19";"95,75";"81,08";"94,44";"78,29";"97,68";"86,38";"23,31";"40,87";"49,60";"73,85";"72,58";"78,69"
"421320 POMERODE";"96,09";"84,96";"75,72";"76,10";"91,02";"96,58";"100,76";"95,53";"130,85";"15,01";"91,73";"103,38";"104,23";"102,26";"104,78";"101,41";"82,61";"87,09";"61,04";"97,43";"77,80";"28,89";"68,96";"68,31";"71,75";"68,96";"76,10"
"421330 PONTE ALTA";"88,40";"44,86";"57,35";"58,17";"87,26";"82,21";"93,18";"95,24";"66,11";"24,81";"70,99";"78,92";"91,17";"78,92";"100,00";"76,58";"66,67";"89,94";"43,54";"74,95";"83,96";"29,09";"30,11";"27,92";"73,68";"76,25";"74,12"
"421335 PONTE ALTA DO NORTE";"136,70";"92,69";"72,45";"63,47";"127,08";"92,37";"95,85";"128,80";"94,44";"35,78";"86,24";"98,92";"94,62";"64,52";"181,32";"82,15";"75,27";"122,34";"63,53";"89,03";"194,13";"28,26";"41,33";"47,20";"85,43";"91,86";"96,15"
"421340 PONTE SERRADA";"108,43";"79,15";"67,40";"73,24";"102,97";"94,64";"106,35";"103,41";"75,23";"33,56";"85,62";"106,24";"99,24";"94,14";"113,59";"113,01";"89,88";"97,52";"38,18";"93,76";"98,94";"27,80";"49,11";"46,45";"74,35";"79,95";"82,47"
"421350 PORTO BELO";"83,69";"34,53";"69,11";"60,08";"86,73";"67,11";"84,72";"91,22";"57,50";"13,17";"59,97";"70,36";"74,42";"61,32";"96,51";"63,42";"49,25";"88,13";"42,16";"59,65";"94,59";"26,97";"31,23";"29,63";"80,43";"81,66";"73,39"
"421360 PORTO UNIAO";"94,48";"53,66";"61,75";"53,46";"81,81";"84,13";"90,68";"89,58";"77,04";"29,26";"77,03";"97,03";"94,09";"83,89";"96,55";"87,02";"74,87";"82,04";"38,40";"81,11";"74,44";"25,67";"40,26";"43,44";"66,22";"73,14";"72,56"
"421370 POUSO REDONDO";"84,83";"74,33";"69,63";"66,33";"88,72";"81,84";"95,37";"96,08";"80,42";"10,27";"74,89";"90,19";"93,91";"84,30";"101,16";"85,05";"62,56";"91,16";"39,72";"86,26";"83,61";"24,12";"46,50";"47,19";"76,16";"72,76";"73,75"
"421380 PRAIA GRANDE";"105,39";"82,10";"65,71";"64,78";"92,72";"92,36";"101,82";"106,43";"48,03";"8,32";"80,08";"97,31";"105,11";"76,99";"111,60";"90,58";"78,73";"101,90";"41,84";"82,37";"90,61";"23,45";"40,44";"38,76";"77,15";"77,82";"78,60"
"421390 PRESIDENTE CASTELLO BRANCO";"75,78";"70,14";"72,46";"72,05";"98,70";"87,90";"101,09";"107,64";"85,14";"32,59";"78,47";"84,03";"88,89";"75,69";"122,35";"75,00";"58,33";"101,73";"82,73";"76,39";"114,81";"35,86";"35,77";"43,80";"67,47";"81,14";"80,79"
"421400 PRESIDENTE GETULIO";"93,32";"67,51";"78,20";"76,92";"92,41";"93,02";"108,22";"99,71";"95,84";"13,75";"88,82";"103,67";"103,56";"93,21";"107,98";"101,10";"73,15";"93,38";"47,69";"97,86";"85,03";"27,14";"44,36";"46,61";"74,92";"71,27";"76,50"
"421410 PRESIDENTE NEREU";"56,11";"32,74";"64,35";"61,58";"78,44";"84,27";"92,45";"86,25";"80,95";"7,11";"83,63";"90,71";"95,13";"65,93";"104,72";"83,96";"71,70";"82,14";"76,98";"60,18";"67,74";"21,20";"11,76";"48,87";"69,33";"68,43";"67,16"
"421415 PRINCESA";"87,37";"72,80";"74,29";"74,95";"100,71";"101,67";"117,42";"99,29";"94,05";"83,00";"95,74";"108,16";"106,03";"101,77";"118,69";"104,61";"91,13";"88,22";"49,80";"90,78";"53,92";"42,32";"53,56";"54,39";"77,31";"85,12";"86,48"
"421420 QUILOMBO";"94,88";"93,32";"63,94";"61,16";"87,54";"91,08";"100,47";"94,32";"93,90";"48,65";"84,01";"104,22";"96,40";"82,86";"105,57";"85,15";"77,42";"88,49";"61,17";"78,56";"77,18";"26,11";"47,48";"39,42";"70,12";"75,70";"77,34"
"421430 RANCHO QUEIMADO";"71,24";"42,06";"73,55";"63,69";"84,78";"89,24";"107,06";"93,65";"96,03";"12,53";"76,08";"94,90";"97,65";"84,31";"108,75";"85,10";"81,18";"85,75";"63,39";"83,53";"75,98";"20,93";"30,66";"38,21";"69,90";"78,97";"76,16"
"421440 RIO DAS ANTAS";"97,47";"76,91";"68,37";"65,09";"86,01";"82,56";"95,54";"95,20";"52,08";"29,64";"56,38";"59,19";"66,50";"81,30";"139,69";"71,38";"64,72";"87,76";"54,29";"73,17";"81,70";"23,55";"31,43";"21,01";"82,78";"74,75";"75,05"
"421450 RIO DO CAMPO";"87,79";"65,62";"61,88";"54,91";"85,09";"77,28";"85,86";"97,22";"66,93";"8,22";"66,48";"84,74";"87,59";"59,91";"98,67";"77,89";"61,06";"92,41";"40,60";"79,03";"89,95";"25,17";"31,76";"37,58";"74,12";"78,71";"74,91"
"421460 RIO DO OESTE";"71,85";"67,06";"70,36";"70,98";"99,01";"87,78";"97,06";"101,98";"98,72";"12,14";"84,95";"99,35";"98,96";"81,97";"117,38";"94,55";"68,48";"100,77";"58,07";"94,94";"89,91";"28,93";"17,77";"71,23";"78,80";"76,78";"77,98"
"421470 RIO DOS CEDROS";"75,20";"23,88";"75,28";"67,81";"91,91";"96,11";"100,49";"95,69";"78,98";"10,43";"71,20";"100,43";"96,25";"85,76";"102,03";"91,76";"76,23";"90,55";"73,85";"81,58";"75,10";"28,41";"29,61";"30,87";"80,90";"70,15";"72,06"
"421480 RIO DO SUL";"140,04";"108,48";"76,49";"85,62";"93,56";"91,09";"103,66";"100,94";"82,93";"9,90";"74,45";"95,34";"99,95";"85,53";"107,15";"88,19";"68,33";"96,88";"38,40";"87,20";"87,09";"26,49";"43,08";"40,95";"82,35";"76,45";"80,44"
"421490 RIO FORTUNA";"108,16";"103,07";"86,45";"76,12";"101,00";"111,11";"119,00";"106,15";"121,50";"14,61";"101,43";"116,77";"116,77";"108,79";"111,69";"109,82";"89,16";"99,72";"81,31";"107,36";"94,07";"25,59";"65,35";"74,80";"84,34";"76,98";"84,12"
"421500 RIO NEGRINHO";"94,93";"65,60";"58,69";"55,02";"89,38";"72,59";"82,18";"89,81";"64,86";"27,86";"71,39";"83,63";"84,89";"79,55";"98,09";"77,22";"65,66";"85,25";"30,27";"70,27";"91,50";"24,70";"31,04";"40,31";"68,84";"73,18";"72,33"
"421505 RIO RUFINO";"74,01";"36,86";"69,80";"59,89";"101,36";"86,81";"107,44";"106,99";"87,42";"29,02";"60,78";"87,84";"86,27";"78,82";"116,18";"69,41";"61,96";"102,59";"85,43";"76,47";"90,76";"29,55";"27,50";"45,42";"83,65";"75,32";"76,59"
"421507 RIQUEZA";"94,80";"49,53";"68,45";"64,91";"104,43";"100,00";"99,83";"107,51";"79,49";"61,50";"97,42";"103,76";"109,39";"114,08";"114,19";"108,92";"93,43";"98,25";"49,13";"98,83";"99,41";"22,37";"49,88";"54,28";"76,24";"76,11";"81,38"
"421510 RODEIO";"65,53";"31,54";"78,62";"71,19";"81,18";"95,94";"104,68";"85,52";"89,96";"12,52";"85,40";"101,72";"101,22";"96,96";"100,78";"99,29";"82,56";"76,51";"60,87";"89,76";"56,60";"19,11";"56,35";"62,59";"78,59";"69,90";"71,48"
"421520 ROMELANDIA";"90,07";"82,68";"61,97";"66,33";"82,60";"98,70";"105,43";"95,08";"85,50";"52,03";"101,23";"113,30";"109,85";"114,04";"114,83";"111,58";"93,35";"87,51";"78,44";"104,93";"86,69";"23,52";"48,81";"50,40";"67,64";"74,42";"77,72"
"421530 SALETE";"92,11";"78,60";"69,36";"74,51";"85,64";"89,66";"103,97";"97,77";"98,58";"9,43";"90,22";"102,25";"102,64";"91,28";"109,53";"97,89";"66,84";"89,54";"83,92";"96,83";"80,99";"22,61";"54,51";"63,52";"72,60";"75,25";"77,04"
"421535 SALTINHO";"78,26";"75,76";"58,79";"57,22";"83,90";"86,14";"88,46";"82,82";"79,62";"57,48";"84,60";"100,76";"102,53";"81,82";"105,34";"89,90";"82,07";"73,59";"46,92";"78,79";"52,26";"32,99";"37,78";"37,04";"67,18";"78,91";"76,01"
"421540 SALTO VELOSO";"105,43";"80,98";"79,88";"72,82";"97,66";"102,69";"115,41";"102,34";"109,17";"37,02";"86,13";"103,58";"104,47";"94,63";"116,77";"92,84";"77,18";"95,52";"75,39";"98,21";"83,08";"25,16";"45,08";"55,15";"79,08";"78,89";"82,51"
"421545 SANGAO";"58,95";"32,11";"76,92";"68,41";"96,48";"87,08";"94,67";"102,40";"83,02";"11,94";"70,13";"93,80";"95,57";"85,89";"107,88";"83,18";"74,14";"99,52";"44,08";"85,06";"90,18";"28,09";"45,81";"47,00";"85,23";"77,87";"76,52"
"421550 SANTA CECILIA";"99,78";"83,68";"61,82";"57,38";"83,29";"83,98";"90,69";"88,34";"80,75";"32,13";"73,46";"92,95";"95,37";"92,41";"89,24";"86,30";"73,26";"82,10";"47,23";"87,74";"75,77";"27,12";"22,20";"25,78";"63,46";"69,69";"71,66"
"421555 SANTA HELENA";"101,26";"86,67";"65,64";"65,22";"94,35";"103,35";"109,47";"98,42";"84,48";"58,64";"95,83";"106,77";"106,25";"105,21";"117,46";"97,92";"92,71";"90,38";"86,21";"100,00";"85,12";"17,48";"58,87";"55,97";"76,72";"74,51";"79,83"
"421560 SANTA ROSA DE LIMA";"99,69";"65,78";"74,34";"65,68";"96,30";"87,56";"98,81";"108,64";"92,41";"11,97";"78,07";"75,94";"79,68";"75,94";"107,58";"84,49";"64,17";"104,48";"47,68";"76,47";"113,67";"31,38";"53,64";"57,62";"79,84";"78,41";"79,46"
"421565 SANTA ROSA DO SUL";"96,45";"66,82";"62,12";"60,26";"92,07";"72,89";"83,05";"96,77";"53,12";"8,89";"60,18";"81,24";"85,24";"68,76";"109,65";"65,22";"58,24";"90,62";"55,53";"66,59";"104,73";"29,24";"52,72";"41,32";"80,77";"80,10";"76,93"
"421567 SANTA TEREZINHA";"87,16";"65,73";"67,09";"68,61";"88,23";"93,17";"101,95";"94,89";"77,01";"9,81";"88,06";"105,52";"106,55";"100,39";"113,06";"104,24";"79,72";"85,49";"68,97";"91,01";"73,87";"25,12";"52,37";"53,32";"73,61";"71,97";"74,61"
"421568 SANTA TEREZINHA DO PROGRESSO";"86,41";"84,04";"62,61";"56,17";"90,13";"92,24";"93,78";"90,91";"114,29";"64,13";"87,94";"97,87";"98,94";"92,55";"109,07";"91,84";"87,94";"81,67";"74,88";"97,52";"58,04";"43,05";"41,63";"45,14";"69,27";"75,72";"77,77"
"421569 SANTIAGO DO SUL";"78,36";"83,87";"79,28";"71,14";"94,99";"101,17";"117,73";"92,79";"90,14";"73,75";"89,68";"103,87";"107,74";"85,81";"114,21";"94,84";"91,61";"86,40";"65,38";"88,39";"56,76";"31,89";"39,11";"40,22";"77,50";"85,58";"84,54"
"421570 SANTO AMARO DA IMPERATRIZ";"67,95";"21,62";"73,72";"66,98";"87,98";"86,31";"97,43";"93,47";"120,72";"10,31";"81,85";"118,35";"104,24";"80,64";"108,22";"79,67";"73,16";"91,48";"67,82";"84,44";"84,25";"27,68";"32,64";"49,10";"77,68";"75,23";"74,95"
"421575 SAO BERNARDINO";"83,81";"101,42";"62,75";"69,54";"87,01";"108,57";"108,88";"83,10";"91,02";"58,54";"67,62";"108,90";"106,05";"83,63";"103,10";"104,27";"99,29";"72,47";"55,32";"94,31";"47,35";"27,70";"44,33";"37,94";"68,15";"74,86";"75,89"
"421580 SAO BENTO DO SUL";"100,35";"82,78";"65,52";"61,50";"88,77";"84,13";"92,46";"94,95";"104,43";"34,21";"81,89";"92,47";"94,50";"90,09";"96,85";"92,03";"80,09";"87,97";"49,07";"85,20";"88,71";"27,66";"36,34";"31,27";"69,73";"70,91";"74,42"
"421590 SAO BONIFACIO";"98,03";"54,55";"75,75";"66,24";"88,55";"84,58";"101,90";"95,32";"52,67";"9,55";"76,56";"91,39";"93,30";"83,25";"116,54";"86,12";"71,77";"91,80";"37,31";"81,82";"82,75";"24,29";"47,34";"41,49";"78,23";"78,47";"77,45"
"421600 SAO CARLOS";"86,41";"68,27";"68,24";"68,36";"86,41";"86,76";"92,97";"90,61";"93,30";"48,67";"85,56";"90,11";"96,61";"93,67";"107,51";"84,76";"77,99";"86,88";"83,99";"90,11";"78,29";"25,95";"53,48";"45,53";"70,79";"72,56";"75,74"
"421605 SAO CRISTOVAO DO SUL";"85,71";"75,31";"64,48";"63,85";"102,34";"101,82";"97,20";"105,27";"56,39";"31,15";"72,83";"46,12";"64,91";"72,52";"110,57";"69,25";"64,29";"100,11";"45,42";"88,51";"93,59";"32,72";"29,18";"30,98";"84,90";"80,66";"78,73"
"421610 SAO DOMINGOS";"97,90";"77,50";"68,84";"65,04";"93,41";"93,76";"101,71";"98,46";"78,52";"29,59";"91,85";"101,09";"95,65";"93,59";"112,90";"92,39";"78,04";"93,65";"52,15";"90,43";"85,09";"21,96";"53,23";"45,53";"74,69";"77,43";"78,93"
"421620 SAO FRANCISCO DO SUL";"81,33";"31,35";"67,03";"74,21";"87,72";"84,02";"93,78";"96,90";"73,83";"10,92";"62,00";"89,78";"92,53";"80,72";"102,75";"84,23";"76,27";"89,72";"34,16";"70,84";"97,48";"25,41";"30,20";"33,20";"73,89";"76,35";"74,19"
"421625 SAO JOAO DO OESTE";"102,64";"93,11";"79,84";"79,66";"99,24";"110,56";"114,10";"108,23";"124,89";"64,55";"98,62";"116,54";"117,13";"102,36";"138,61";"107,68";"89,17";"99,47";"122,17";"102,95";"100,38";"23,73";"42,63";"45,98";"87,49";"86,67";"90,23"
"421630 SAO JOAO BATISTA";"87,23";"63,49";"81,66";"80,96";"92,09";"87,79";"102,48";"98,87";"88,15";"14,74";"79,47";"89,45";"96,96";"87,25";"103,45";"90,72";"74,42";"94,61";"55,27";"76,92";"80,94";"22,10";"49,93";"42,82";"80,54";"73,83";"76,80"
"421635 SAO JOAO DO ITAPERIU";"55,99";"16,28";"84,10";"78,90";"101,88";"110,62";"116,95";"105,50";"115,58";"16,80";"112,92";"125,58";"125,84";"122,22";"125,41";"126,36";"104,65";"95,38";"64,21";"113,18";"90,49";"37,77";"71,17";"65,17";"82,24";"77,98";"82,34"
"421640 SAO JOAO DO SUL";"87,69";"83,06";"72,44";"69,43";"85,76";"99,03";"108,03";"92,18";"104,33";"10,80";"89,02";"102,98";"106,10";"85,91";"112,38";"99,05";"79,40";"83,86";"62,56";"97,70";"69,83";"22,23";"56,77";"52,36";"72,72";"72,22";"75,15"
"421650 SAO JOAQUIM";"92,92";"71,02";"69,33";"62,89";"90,56";"90,12";"100,05";"98,46";"89,56";"37,30";"83,43";"99,27";"104,10";"91,63";"104,26";"92,52";"76,98";"92,26";"55,16";"90,51";"89,24";"23,44";"23,05";"37,18";"76,94";"74,28";"76,97"
"421660 SAO JOSE";"107,14";"66,03";"68,65";"75,55";"87,52";"79,81";"89,82";"93,20";"84,40";"8,75";"73,59";"92,24";"88,95";"76,29";"102,20";"83,24";"70,89";"89,48";"40,64";"72,93";"94,47";"29,15";"50,94";"53,79";"73,17";"72,68";"74,45"
"421670 SAO JOSE DO CEDRO";"98,50";"82,26";"67,95";"62,41";"89,81";"90,98";"94,91";"96,57";"106,48";"58,19";"86,17";"95,04";"97,35";"98,39";"108,65";"99,58";"81,91";"90,09";"65,09";"90,01";"87,33";"24,49";"51,38";"48,32";"72,38";"75,02";"78,88"
"421680 SAO JOSE DO CERRITO";"55,41";"35,01";"55,86";"61,64";"83,89";"96,74";"94,00";"97,95";"66,34";"27,11";"85,57";"86,69";"91,04";"88,52";"103,26";"83,33";"76,19";"89,11";"41,03";"88,52";"80,28";"14,28";"19,88";"44,13";"76,34";"70,72";"70,31"
"421690 SAO LOURENCO DO OESTE";"94,90";"50,45";"61,67";"58,79";"87,99";"75,10";"88,80";"92,88";"54,32";"51,24";"49,93";"72,09";"77,57";"59,50";"95,52";"64,64";"35,66";"86,77";"25,89";"61,21";"87,45";"25,99";"27,26";"21,49";"67,83";"72,27";"71,27"
"421700 SAO LUDGERO";"100,77";"80,26";"81,63";"75,49";"106,30";"99,00";"108,01";"111,85";"124,45";"13,75";"97,43";"105,27";"103,72";"100,61";"112,99";"104,80";"87,63";"106,69";"73,68";"103,72";"102,61";"26,42";"72,57";"76,53";"84,55";"84,86";"87,67"
"421710 SAO MARTINHO";"87,41";"64,38";"73,42";"64,63";"95,09";"92,07";"97,61";"100,09";"96,67";"12,24";"84,06";"95,62";"100,31";"94,38";"112,69";"91,56";"76,56";"97,64";"64,52";"93,12";"99,81";"26,98";"49,82";"56,27";"71,24";"78,92";"79,48"
